d;DolarOficial;DolarBlue
2022-03-14;109.21;200.0
2022-03-15;109.31;200.0
2022-03-16;109.43;202.0
2022-03-17;109.52;202.0
2022-03-18;109.64;202.5
2022-03-21;109.99;202.0
2022-03-22;110.07;201.0
2022-03-23;110.19;201.0
2022-03-25;110.39;202.0
2022-03-28;110.7;200.0
2022-03-29;110.8;200.0
2022-03-30;110.92;201.0
2022-03-31;110.98;200.0
2022-04-01;111.13;200.0
2022-04-04;111.56;199.0
2022-04-05;111.7;196.0
2022-04-06;111.84;196.0
2022-04-07;111.98;196.0
2022-04-08;112.13;196.5
2022-04-11;112.59;195.0
2022-04-12;112.74;195.0
2022-04-13;112.91;195.0
2022-04-18;113.66;195.0
2022-04-19;113.79;198.0
2022-04-20;113.95;199.5
2022-04-21;114.11;202.0
2022-04-22;114.25;203.0
2022-04-25;114.7;205.5
2022-04-26;114.84;212.5
2022-04-27;115.01;206.5
2022-04-28;115.17;204.0
2022-04-29;115.31;200.5
2022-05-02;115.75;201.0
2022-05-03;115.88;203.5
2022-05-04;116.02;201.0
2022-05-05;116.16;201.5
2022-05-06;116.31;201.0
2022-05-09;116.76;201.5
2022-05-10;116.92;202.0
2022-05-11;117.09;205.0
2022-05-12;117.25;203.5
2022-05-13;117.41;203.5
2022-05-16;117.87;205.0
2022-05-17;118.04;208.0
2022-05-19;118.36;206.0
2022-05-20;118.49;204.0
2022-05-23;118.95;206.5
2022-05-24;119.1;208.0
2022-05-26;119.42;207.0
2022-05-27;119.56;206.5
2022-05-30;120.01;206.5
2022-05-31;120.16;206.0
2022-06-01;120.33;206.0
2022-06-02;120.47;206.0
2022-06-03;120.63;205.0
2022-06-06;121.11;205.0
2022-06-07;121.28;206.0
2022-06-08;121.46;208.0
2022-06-09;121.63;208.0
2022-06-10;121.79;210.0
2022-06-13;122.3;216.0
2022-06-14;122.48;224.0
2022-06-15;122.69;217.0
2022-06-16;122.9;216.0
2022-06-21;123.69;220.0
2022-06-22;123.86;224.0
2022-06-23;124.03;224.0
2022-06-24;124.26;226.0
2022-06-27;124.71;232.0
2022-06-28;124.88;239.0
2022-06-29;125.05;239.0
2022-06-30;125.22;238.0
2022-07-01;125.41;239.0
2022-07-04;125.99;260.0
2022-07-05;126.18;252.0
2022-07-06;126.38;255.0
2022-07-07;126.57;257.0
2022-07-08;126.78;273.0
2022-07-11;127.37;268.0
2022-07-12;127.57;272.0
2022-07-13;127.79;283.0
2022-07-14;128.02;289.0
2022-07-15;128.23;293.0
2022-07-18;128.9;291.0
2022-07-19;129.13;301.0
2022-07-20;129.39;317.0
2022-07-21;129.61;337.0
2022-07-22;129.76;338.0
2022-07-25;130.4;322.0
2022-07-26;130.62;323.0
2022-07-27;130.89;326.0
2022-07-28;131.13;314.0
2022-07-29;131.23;296.0
2022-08-01;131.94;282.0
2022-08-02;132.18;291.0
2022-08-03;132.41;298.0
2022-08-04;132.64;291.0
2000-05-24;;1.0005
2000-05-25;;1.0005
2000-05-26;;1.0004
2000-05-29;;1.0007
2000-05-30;;1.0009
2000-05-31;;1.001
2000-06-01;;1.0007
2000-06-02;;1.0011
2000-06-05;;1.0011
2000-06-06;;1.001
2000-06-07;;1.0
2000-06-08;;0.9998
2000-06-12;;0.9998
2000-06-13;;0.9996
2000-06-14;;0.9999
2000-06-15;;0.9988
2000-06-16;;0.9988
2000-06-19;;0.9988
2000-06-20;;0.9994
2000-06-21;;0.9996
2000-06-22;;0.9991
2000-06-23;;0.9985
2000-06-26;;0.999
2000-06-27;;0.9994
2000-06-28;;0.999
2000-06-29;;0.9987
2000-06-30;;0.9985
2000-07-03;;0.9981
2000-07-04;;0.9981
2000-07-05;;0.9975
2000-07-06;;0.9975
2000-07-07;;0.9981
2000-07-10;;0.999
2000-07-11;;0.9988
2000-07-12;;0.999
2000-07-13;;0.9986
2000-07-14;;0.998
2000-07-17;;0.998
2000-07-18;;0.9985
2000-07-19;;0.9987
2000-07-20;;0.9983
2000-07-21;;0.9982
2000-07-24;;0.9986
2000-07-25;;0.999
2000-07-26;;0.9987
2000-07-27;;0.9988
2000-07-28;;0.999
2000-07-31;;0.9991
2000-08-01;;0.999
2000-08-02;;0.9991
2000-08-03;;0.9993
2000-08-04;;0.9985
2000-08-07;;0.9986
2000-08-08;;0.9991
2000-08-09;;0.999
2000-08-10;;0.999
2000-08-11;;0.9989
2000-08-14;;0.9988
2000-08-15;;0.999
2000-08-16;;0.999
2000-08-17;;0.999
2000-08-18;;0.999
2000-08-21;;0.999
2000-08-22;;0.9992
2000-08-23;;0.9993
2000-08-24;;0.9996
2000-08-25;;0.9993
2000-08-28;;0.9995
2000-08-29;;0.9989
2000-08-30;;0.9992
2000-08-31;;0.9987
2000-09-01;;0.998
2000-09-04;;0.9989
2000-09-05;;0.9985
2000-09-06;;0.998
2000-09-07;;0.9987
2000-09-08;;0.9982
2000-09-11;;0.9987
2000-09-12;;0.9988
2000-09-13;;0.999
2000-09-14;;0.9987
2000-09-15;;0.9992
2000-09-18;;0.9986
2000-09-19;;0.9986
2000-09-20;;0.9992
2000-09-21;;0.999
2000-09-22;;0.9996
2000-09-25;;0.9994
2000-09-26;;0.9992
2000-09-27;;0.9994
2000-09-28;;0.9988
2000-09-29;;0.9989
2000-10-02;;0.9985
2000-10-03;;0.9982
2000-10-04;;0.9995
2000-10-05;;0.9988
2000-10-06;;0.9991
2000-10-09;;0.9993
2000-10-10;;0.9995
2000-10-11;;0.9996
2000-10-12;;0.9995
2000-10-13;;0.9996
2000-10-16;;0.9996
2000-10-17;;0.9995
2000-10-18;;1.0001
2000-10-19;;0.9998
2000-10-20;;1.0001
2000-10-23;;0.9997
2000-10-24;;0.9995
2000-10-25;;1.0002
2000-10-26;;1.0001
2000-10-27;;1.0001
2000-10-30;;1.0005
2000-10-31;;1.0
2000-11-01;;0.9995
2000-11-02;;0.9996
2000-11-03;;0.9996
2000-11-06;;0.9996
2000-11-07;;0.9998
2000-11-08;;0.9997
2000-11-09;;0.9995
2000-11-10;;1.0001
2000-11-13;;1.0001
2000-11-14;;1.0001
2000-11-15;;0.9994
2000-11-16;;0.9991
2000-11-17;;0.9997
2000-11-20;;0.9999
2000-11-21;;0.9996
2000-11-22;;0.9997
2000-11-23;;0.9999
2000-11-27;;1.0002
2000-11-28;;1.0006
2000-11-29;;1.0002
2000-11-30;;1.0005
2000-12-01;;0.9995
2000-12-04;;0.9996
2000-12-05;;0.9996
2000-12-06;;0.9997
2000-12-07;;1.0001
2000-12-08;;1.0001
2000-12-11;;1.0003
2000-12-12;;1.0005
2000-12-13;;1.0001
2000-12-14;;1.0003
2000-12-15;;1.0
2000-12-18;;1.0006
2000-12-19;;1.0005
2000-12-20;;1.0002
2000-12-21;;1.0002
2000-12-22;;1.0009
2000-12-25;;1.0009
2000-12-26;;1.0011
2000-12-27;;1.003
2000-12-28;;1.0015
2000-12-29;;1.0015
2001-01-02;;1.0012
2001-01-03;;0.9996
2001-01-04;;0.999
2001-01-05;;0.9987
2001-01-08;;0.9986
2001-01-09;;0.999
2001-01-10;;0.9989
2001-01-11;;0.9994
2001-01-12;;0.999
2001-01-15;;0.9994
2001-01-16;;0.9993
2001-01-17;;0.9992
2001-01-18;;0.9989
2001-01-19;;0.9987
2001-01-22;;0.9988
2001-01-23;;0.999
2001-01-24;;0.999
2001-01-25;;0.9986
2001-01-26;;0.9987
2001-01-29;;0.9996
2001-01-30;;0.9996
2001-01-31;;0.9993
2001-02-01;;0.999
2001-02-02;;0.999
2001-02-05;;0.9987
2001-02-06;;0.999
2001-02-07;;0.9991
2001-02-08;;0.999
2001-02-09;;0.9992
2001-02-12;;0.9983
2001-02-13;;0.999
2001-02-14;;0.998
2001-02-15;;0.9985
2001-02-16;;0.9975
2001-02-19;;0.9992
2001-02-20;;0.9994
2001-02-21;;0.9995
2001-02-22;;0.9996
2001-02-23;;0.9994
2001-02-26;;0.9993
2001-02-27;;0.9994
2001-02-28;;0.9997
2001-03-01;;1.0003
2001-03-02;;1.0005
2001-03-05;;1.0006
2001-03-06;;1.0012
2001-03-07;;1.0012
2001-03-08;;1.0011
2001-03-09;;1.0015
2001-03-12;;1.0022
2001-03-13;;1.0015
2001-03-14;;1.003
2001-03-15;;1.0035
2001-03-16;;1.008
2001-03-19;;1.012
2001-03-20;;1.012
2001-03-21;;1.009
2001-03-22;;1.0055
2001-03-23;;1.005
2001-03-26;;1.002
2001-03-27;;1.003
2001-03-28;;1.002
2001-03-29;;0.9998
2001-03-30;;1.002
2001-04-02;;1.002
2001-04-03;;1.0
2001-04-04;;0.998
2001-04-05;;0.999
2001-04-06;;0.9987
2001-04-09;;1.0
2001-04-10;;0.9987
2001-04-11;;0.9985
2001-04-12;;0.9985
2001-04-13;;0.9985
2001-04-16;;0.999
2001-04-17;;0.9995
2001-04-18;;0.9995
2001-04-19;;1.0
2001-04-20;;1.0002
2001-04-23;;1.003
2001-04-24;;1.0018
2001-04-25;;1.002
2001-04-26;;1.0005
2001-04-27;;1.0
2001-04-30;;1.0002
2001-05-01;;1.0002
2001-05-02;;0.9996
2001-05-03;;0.9998
2001-05-04;;0.9997
2001-05-07;;0.998
2001-05-08;;0.998
2001-05-09;;0.9975
2001-05-10;;0.998
2001-05-11;;0.998
2001-05-14;;0.999
2001-05-15;;0.9995
2001-05-16;;1.0002
2001-05-17;;1.0002
2001-05-18;;0.9996
2001-05-21;;1.0
2001-05-22;;0.9985
2001-05-23;;0.999
2001-05-24;;0.9992
2001-05-25;;0.9992
2001-05-28;;1.0001
2001-05-29;;0.9998
2001-05-30;;1.0
2001-05-31;;0.9995
2001-06-01;;0.9995
2001-06-04;;0.9988
2001-06-05;;0.9994
2001-06-06;;1.0002
2001-06-07;;0.9997
2001-06-08;;0.9997
2001-06-11;;0.9985
2001-06-12;;0.9974
2001-06-13;;0.999
2001-06-14;;0.9994
2001-06-15;;0.9992
2001-06-18;;0.9992
2001-06-19;;1.0004
2001-06-20;;1.0006
2001-06-21;;1.001
2001-06-22;;1.0011
2001-06-25;;1.0012
2001-06-26;;1.0007
2001-06-27;;1.0002
2001-06-28;;1.0003
2001-06-29;;1.0011
2001-07-02;;1.0006
2001-07-03;;1.0002
2001-07-04;;1.003
2001-07-05;;1.003
2001-07-06;;1.006
2001-07-09;;1.006
2001-07-10;;1.005
2001-07-11;;1.016
2001-07-12;;1.035
2001-07-13;;1.02
2001-07-16;;1.003
2001-07-17;;0.9992
2001-07-18;;1.008
2001-07-19;;1.0001
2001-07-20;;1.0035
2001-07-23;;1.003
2001-07-24;;1.0032
2001-07-25;;1.0035
2001-07-26;;1.004
2001-07-27;;1.009
2001-07-30;;1.004
2001-07-31;;1.005
2001-08-01;;1.004
2001-08-02;;1.003
2001-08-03;;1.0025
2001-08-06;;1.0015
2001-08-07;;1.0
2001-08-08;;1.0003
2001-08-09;;1.0
2001-08-10;;1.0005
2001-08-13;;1.0003
2001-08-14;;1.001
2001-08-15;;1.0015
2001-08-16;;1.001
2001-08-17;;1.005
2001-08-20;;1.005
2001-08-21;;1.004
2001-08-22;;1.001
2001-08-23;;0.999
2001-08-24;;0.9985
2001-08-27;;0.999
2001-08-28;;0.9983
2001-08-29;;0.9985
2001-08-30;;0.999
2001-08-31;;0.9975
2001-09-03;;0.9975
2001-09-04;;0.997
2001-09-05;;0.9973
2001-09-06;;0.9965
2001-09-07;;0.998
2001-09-10;;0.999
2001-09-12;;1.002
2001-09-13;;0.9995
2001-09-14;;0.9995
2001-09-17;;0.998
2001-09-18;;0.9995
2001-09-19;;0.999
2001-09-20;;1.0
2001-09-21;;1.0005
2001-09-24;;1.0015
2001-09-25;;0.9995
2001-09-26;;1.0003
2001-09-27;;1.0
2001-09-28;;0.999
2001-10-01;;0.9985
2001-10-02;;0.9995
2001-10-03;;1.0
2001-10-04;;1.006
2001-10-05;;1.006
2001-10-08;;1.006
2001-10-09;;1.004
2001-10-10;;1.0035
2001-10-11;;1.0015
2001-10-12;;1.003
2001-10-15;;1.001
2001-10-16;;1.0005
2001-10-17;;1.001
2001-10-18;;1.001
2001-10-19;;1.001
2001-10-22;;1.0005
2001-10-23;;1.0015
2001-10-24;;1.002
2001-10-25;;1.003
2001-10-26;;1.0045
2001-10-29;;1.0045
2001-10-30;;1.005
2001-10-31;;1.003
2001-11-01;;1.005
2001-11-02;;1.009
2001-11-05;;1.002
2001-11-06;;1.002
2001-11-07;;1.0
2001-11-08;;0.9977
2001-11-09;;1.0005
2001-11-12;;1.0
2001-11-13;;1.0003
2001-11-14;;1.0013
2001-11-15;;1.002
2001-11-16;;1.0015
2001-11-19;;1.0007
2001-11-20;;1.0025
2001-11-21;;1.0025
2001-11-22;;1.0035
2001-11-23;;1.003
2001-11-26;;1.003
2001-11-27;;1.0025
2001-11-28;;1.0015
2001-11-29;;1.0025
2001-11-30;;1.04
2001-12-03;;1.01
2001-12-04;;1.009
2001-12-05;;1.01
2001-12-07;;1.2
2001-12-10;;1.06
2001-12-11;;1.07
2001-12-12;;1.04
2001-12-13;;1.05
2001-12-14;;1.06
2001-12-17;;1.06
2001-12-18;;1.05
2001-12-19;;1.05
2002-01-11;;1.7
2002-01-14;;1.68
2002-01-15;;1.95
2002-01-16;;1.87
2002-01-17;;1.97
2002-01-18;;1.95
2002-01-21;;1.8
2002-01-22;;1.85
2002-01-23;;1.77
2002-01-24;;1.78
2002-01-25;;1.78
2002-01-28;;1.83
2002-01-29;;1.8
2002-01-30;;1.95
2002-01-31;;1.95
2002-02-01;;2.05
2002-02-04;;2.05
2002-02-05;;2.05
2002-02-06;;2.05
2002-02-07;;2.05
2002-02-08;;2.05
2002-02-11;;2.03
2002-02-12;;1.98
2002-02-13;;1.98
2002-02-14;;1.99
2002-02-15;;2.07
2002-02-18;;2.08
2002-02-19;;2.12
2002-02-20;;2.2
2002-02-21;;2.06
2002-02-22;;2.11
2002-02-25;;2.16
2002-02-26;;2.17
2002-02-27;;2.22
2002-02-28;;2.19
2002-03-01;;2.2
2002-03-28;;3.05
2002-03-29;;3.05
2002-04-01;;3.05
2002-04-22;;3.21
2002-04-23;;3.21
2002-04-24;;3.21
2002-04-25;;3.21
2002-04-26;;3.21
2002-05-01;;3.03
2002-06-17;;3.62
2002-07-09;;3.59
2002-08-19;;3.64
2002-10-14;;3.73
2002-11-06;;3.57
2002-12-25;;3.46
2003-03-31;;2.99
2003-04-17;;2.94
2003-04-18;;2.94
2003-05-01;;2.83
2003-06-16;;2.82
2003-07-09;;2.78
2003-08-18;;2.9
2003-10-13;;2.855
2003-11-06;;2.86
2003-12-08;;2.97
2003-12-25;;2.96
2004-01-01;;2.96
2004-04-05;;2.865
2004-04-08;;2.815
2004-04-09;;2.815
2004-05-25;;2.96
2004-06-21;;2.975
2004-07-09;;2.9625
2004-08-16;;3.025
2004-10-11;;2.975
2004-12-08;;2.97
2005-03-24;;2.9225
2005-03-25;;2.9225
2005-05-25;;2.8925
2005-06-20;;2.895
2005-08-15;;2.8775
2005-10-10;;2.915
2005-12-08;;2.9875
2006-03-24;;3.0975
2006-04-13;;3.0925
2006-04-14;;3.0925
2006-05-01;;3.0625
2006-05-25;;3.09
2006-06-19;;3.1
2006-08-21;;3.095
2006-10-16;;3.1275
2006-11-06;;3.105
2006-12-08;;3.0675
2006-12-25;;3.07
2007-01-01;;3.09
2007-04-02;;3.12
2007-04-05;;3.1075
2007-04-06;;3.1075
2007-05-01;;3.12
2007-05-25;;3.1125
2007-06-18;;3.0975
2007-07-09;;3.12
2007-08-20;;3.205
2007-10-15;;3.205
2007-11-06;;3.165
2007-12-24;;3.155
2007-12-25;;3.155
2007-12-31;;3.1725
2008-01-01;;3.1725
2008-03-20;;3.175
2008-03-21;;3.175
2008-03-24;;3.175
2008-04-02;;3.1875
2008-05-01;;3.2325
2008-06-16;;3.1225
2008-07-09;;3.0575
2008-08-18;;3.0725
2008-10-13;;3.37
2008-11-06;;3.395
2008-12-08;;3.505
2008-12-25;;3.455
2009-01-01;;3.54
2009-03-24;;3.7675
2009-04-02;;3.775
2009-04-09;;3.72
2009-04-10;;3.72
2009-05-01;;3.7425
2009-05-25;;3.805
2009-06-15;;3.845
2009-07-09;;3.8425
2009-07-10;;3.8425
2009-08-17;;3.8625
2009-10-12;;3.8275
2009-11-06;;3.795
2009-12-08;;3.8025
2009-12-25;;3.8375
2010-01-01;;3.86
2010-03-24;;3.9
2010-04-01;;3.885
2010-04-02;;3.885
2010-05-24;;3.9625
2010-05-25;;3.9625
2010-06-21;;4.0275
2010-07-09;;3.98
2010-08-16;;4.015
2010-10-11;;4.0
2013-11-06;;9.83
2014-11-06;;13.5
2015-11-06;;15.14
2018-11-06;;35.25
2019-11-06;;65.0
2020-07-10;;127.0
2020-08-17;;132.0
2020-11-06;;157.0
2021-05-24;;153.0
