d;DolarOficial;DolarBlue
2005-11-10;2.97;2.9875
2005-11-11;2.97;2.985
2005-11-14;2.97;2.9825
2005-11-15;2.96;2.98
2005-11-16;2.95;2.9775
2005-11-17;2.95;2.9775
2005-11-18;2.94;2.975
2005-11-21;2.94;2.9675
2005-11-22;2.94;2.97
2005-11-23;2.95;2.9775
2005-11-24;2.95;2.98
2005-11-25;2.97;2.9875
2005-11-28;2.99;3.0
2005-11-29;2.99;2.99
2005-11-30;2.97;2.9775
2005-12-01;2.97;2.9825
2005-12-02;2.98;2.98
2005-12-05;2.99;2.9925
2005-12-06;3.0;2.985
2005-12-07;2.99;2.9875
2005-12-09;3.0;2.9925
2005-12-12;3.01;3.0
2005-12-13;3.01;3.0
2005-12-14;3.0;3.0125
2005-12-15;3.01;3.015
2005-12-16;3.05;3.0375
2005-12-19;3.04;3.03
2005-12-20;3.03;3.035
2005-12-21;3.03;3.0425
2005-12-22;3.03;3.045
2005-12-23;3.02;3.045
2005-12-26;3.02;3.045
2005-12-27;3.02;3.07
2005-12-28;3.04;3.0625
2005-12-29;3.03;3.045
2005-12-30;3.03;3.05
2005-12-31;3.03;
2006-01-02;3.03;3.05
2006-01-03;3.04;3.06
2006-01-04;3.04;3.0575
2006-01-05;3.04;3.0725
2006-01-06;3.05;3.075
2006-01-09;3.06;3.085
2006-01-10;3.06;3.0775
2006-01-11;3.05;3.075
2006-01-12;3.04;3.0725
2006-01-13;3.04;3.0775
2006-01-16;3.04;3.0725
2006-01-17;3.04;3.0725
2006-01-18;3.05;3.08
2006-01-19;3.05;3.0825
2006-01-20;3.04;3.075
2006-01-23;3.04;3.07
2006-01-24;3.04;3.0725
2006-01-25;3.04;3.075
2006-01-26;3.05;3.08
2006-01-27;3.05;3.0725
2006-01-30;3.06;3.075
2006-01-31;3.06;3.0725
2006-02-01;3.06;3.0775
2006-02-02;3.07;3.075
2006-02-03;3.07;3.0775
2006-02-06;3.06;3.08
2006-02-07;3.07;3.08
2006-02-08;3.08;3.08
2006-02-09;3.07;3.085
2006-02-10;3.06;3.085
2006-02-13;3.07;3.0875
2006-02-14;3.07;3.085
2006-02-15;3.07;3.085
2006-02-16;3.07;3.09
2006-02-17;3.07;3.0875
2006-02-20;3.07;3.0825
2006-02-21;3.07;3.0825
2006-02-22;3.07;3.0875
2006-02-23;3.07;3.0875
2006-02-24;3.08;3.085
2006-02-27;3.07;3.08
2006-02-28;3.07;3.075
2006-03-01;3.07;3.07
2006-03-02;3.07;3.08
2006-03-03;3.07;3.08
2006-03-06;3.08;3.0775
2006-03-07;3.08;3.0775
2006-03-08;3.08;3.0825
2006-03-09;3.08;3.08
2006-03-10;3.08;3.08
2006-03-13;3.08;3.08
2006-03-14;3.08;3.085
2006-03-15;3.07;3.085
2006-03-16;3.07;3.09
2006-03-17;3.07;3.09
2006-03-20;3.07;3.0875
2006-03-21;3.07;3.085
2006-03-22;3.08;3.095
2006-03-23;3.08;3.0975
2006-03-27;3.08;3.0975
2006-03-28;3.08;3.095
2006-03-29;3.08;3.0925
2006-03-30;3.08;3.095
2006-03-31;3.08;3.0925
2006-04-03;3.08;3.09
2006-04-04;3.08;3.09
2006-04-05;3.08;3.095
2006-04-06;3.08;3.0975
2006-04-07;3.08;3.1
2006-04-10;3.08;3.0925
2006-04-11;3.08;3.0975
2006-04-12;3.08;3.0925
2006-04-17;3.08;3.0925
2006-04-18;3.07;3.0875
2006-04-19;3.07;3.085
2006-04-20;3.06;3.09
2006-04-21;3.06;3.085
2006-04-24;3.05;3.075
2006-04-25;3.04;3.065
2006-04-26;3.04;3.065
2006-04-27;3.04;3.0625
2006-04-28;3.04;3.0625
2006-05-02;3.04;3.06
2006-05-03;3.04;3.0525
2006-05-04;3.04;3.0475
2006-05-05;3.04;3.0575
2006-05-08;3.04;3.0525
2006-05-09;3.04;3.0575
2006-05-10;3.04;3.06
2006-05-11;3.04;3.065
2006-05-12;3.04;3.065
2006-05-15;3.04;3.06
2006-05-16;3.04;3.0575
2006-05-17;3.05;3.07
2006-05-18;3.05;3.075
2006-05-19;3.06;3.0725
2006-05-22;3.07;3.0775
2006-05-23;3.07;3.0775
2006-05-24;3.08;3.09
2006-05-26;3.07;3.085
2006-05-29;3.08;3.08
2006-05-30;3.08;3.0975
2006-05-31;3.09;3.095
2006-06-01;3.08;3.0925
2006-06-02;3.08;3.095
2006-06-05;3.08;3.0925
2006-06-06;3.08;3.0925
2006-06-07;3.08;3.095
2006-06-08;3.08;3.0975
2006-06-09;3.08;3.0975
2006-06-12;3.08;3.0975
2006-06-13;3.08;3.1
2006-06-14;3.08;3.1
2006-06-15;3.08;3.1
2006-06-16;3.08;3.1
2006-06-20;3.08;3.095
2006-06-21;3.08;3.0925
2006-06-22;3.08;3.095
2006-06-23;3.08;3.1
2006-06-26;3.08;3.1
2006-06-27;3.09;3.1025
2006-06-28;3.09;3.105
2006-06-29;3.09;3.105
2006-06-30;3.08;3.1
2006-07-03;3.08;3.09
2006-07-04;3.08;3.09
2006-07-05;3.09;3.095
2006-07-06;3.09;3.1
2006-07-07;3.09;3.1
2006-07-10;3.09;3.09
2006-07-11;3.09;3.1
2006-07-12;3.08;3.1025
2006-07-13;3.08;3.11
2006-07-14;3.08;3.11
2006-07-17;3.08;3.1075
2006-07-18;3.08;3.11
2006-07-19;3.08;3.11
2006-07-20;3.08;3.11
2006-07-21;3.08;3.1075
2006-07-24;3.08;3.1025
2006-07-25;3.08;3.1025
2006-07-26;3.08;3.1025
2006-07-27;3.08;3.105
2006-07-28;3.08;3.105
2006-07-31;3.07;3.105
2006-08-01;3.07;3.0975
2006-08-02;3.07;3.0975
2006-08-03;3.07;3.1025
2006-08-04;3.07;3.1
2006-08-07;3.07;3.095
2006-08-08;3.07;3.095
2006-08-09;3.07;3.095
2006-08-10;3.07;3.095
2006-08-11;3.07;3.0925
2006-08-14;3.07;3.0925
2006-08-15;3.08;3.1
2006-08-16;3.08;3.0975
2006-08-17;3.08;3.0975
2006-08-18;3.08;3.095
2006-08-22;3.08;3.0925
2006-08-23;3.09;3.09
2006-08-24;3.09;3.0925
2006-08-25;3.09;3.0975
2006-08-28;3.1;3.1025
2006-08-29;3.09;3.1
2006-08-30;3.09;3.1
2006-08-31;3.1;3.1
2006-09-01;3.09;3.0975
2006-09-04;3.09;3.0975
2006-09-05;3.1;3.1
2006-09-06;3.1;3.105
2006-09-07;3.1;3.105
2006-09-08;3.1;3.1025
2006-09-11;3.1;3.1025
2006-09-12;3.11;3.105
2006-09-13;3.11;3.1075
2006-09-14;3.1;3.1175
2006-09-15;3.1;3.1125
2006-09-18;3.1;3.115
2006-09-19;3.1;3.115
2006-09-20;3.1;3.12
2006-09-21;3.1;3.1275
2006-09-22;3.1;3.125
2006-09-25;3.1;3.1275
2006-09-26;3.1;3.12
2006-09-27;3.1;3.12
2006-09-28;3.1;3.1225
2006-09-29;3.1;3.12
2006-10-02;3.1;3.1175
2006-10-03;3.1;3.1175
2006-10-04;3.11;3.1225
2006-10-05;3.1;3.1225
2006-10-06;3.11;3.12
2006-10-09;3.11;3.1225
2006-10-10;3.11;3.1225
2006-10-11;3.11;3.125
2006-10-12;3.11;3.1275
2006-10-13;3.1;3.1275
2006-10-17;3.1;3.1225
2006-10-18;3.1;3.1175
2006-10-19;3.09;3.12
2006-10-20;3.09;3.125
2006-10-23;3.09;3.1225
2006-10-24;3.09;3.1225
2006-10-25;3.09;3.13
2006-10-26;3.09;3.1275
2006-10-27;3.09;3.1225
2006-10-30;3.1;3.12
2006-10-31;3.09;3.1125
2006-11-01;3.09;3.105
2006-11-02;3.09;3.1125
2006-11-03;3.08;3.105
2006-11-07;3.08;3.08
2006-11-08;3.07;3.0925
2006-11-09;3.07;3.0975
2006-11-10;3.07;3.0925
2006-11-13;3.08;3.0975
2006-11-14;3.08;3.095
2006-11-15;3.07;3.095
2006-11-16;3.07;3.095
2006-11-17;3.07;3.0975
2006-11-20;3.07;3.095
2006-11-21;3.08;3.095
2006-11-22;3.08;3.0925
2006-11-23;3.07;3.0975
2006-11-24;3.07;3.1
2006-11-27;3.08;3.0975
2006-11-28;3.08;3.0975
2006-11-29;3.08;3.0975
2006-11-30;3.07;3.0925
2006-12-01;3.07;3.085
2006-12-04;3.06;3.07
2006-12-05;3.06;3.0625
2006-12-06;3.06;3.065
2006-12-07;3.06;3.0675
2006-12-11;3.06;3.0675
2006-12-12;3.06;3.0675
2006-12-13;3.06;3.07
2006-12-14;3.06;3.0925
2006-12-15;3.06;3.08
2006-12-18;3.06;3.0775
2006-12-19;3.06;3.08
2006-12-20;3.05;3.075
2006-12-21;3.05;3.0675
2006-12-22;3.05;3.07
2006-12-26;3.07;3.0875
2006-12-27;3.08;3.0925
2006-12-28;3.07;3.09
2006-12-29;3.07;3.09
2007-01-02;3.06;3.0875
2007-01-03;3.06;3.0875
2007-01-04;3.07;3.0975
2007-01-05;3.08;3.1
2007-01-08;3.08;3.0975
2007-01-09;3.08;3.0975
2007-01-10;3.08;3.1
2007-01-11;3.08;3.1025
2007-01-12;3.08;3.1025
2007-01-15;3.08;3.105
2007-01-16;3.08;3.105
2007-01-17;3.08;3.105
2007-01-18;3.08;3.11
2007-01-19;3.08;3.1075
2007-01-22;3.09;3.1125
2007-01-23;3.1;3.1125
2007-01-24;3.1;3.115
2007-01-25;3.09;3.12
2007-01-26;3.1;3.125
2007-01-29;3.11;3.115
2007-01-30;3.11;3.1225
2007-01-31;3.11;3.1225
2007-02-01;3.1;3.12
2007-02-02;3.1;3.12
2007-02-05;3.1;3.125
2007-02-06;3.1;3.1225
2007-02-07;3.1;3.12
2007-02-08;3.1;3.115
2007-02-09;3.1;3.1125
2007-02-12;3.11;3.1075
2007-02-13;3.1;3.11
2007-02-14;3.1;3.1075
2007-02-15;3.1;3.115
2007-02-16;3.1;3.1125
2007-02-19;3.1;3.115
2007-02-20;3.1;3.12
2007-02-21;3.1;3.125
2007-02-22;3.1;3.1225
2007-02-23;3.1;3.12
2007-02-26;3.1;3.12
2007-02-27;3.1;3.12
2007-02-28;3.1;3.1125
2007-03-01;3.1;3.11
2007-03-02;3.1;3.1125
2007-03-05;3.1;3.1125
2007-03-06;3.1;3.12
2007-03-07;3.1;3.1175
2007-03-08;3.1;3.1225
2007-03-09;3.1;3.125
2007-03-12;3.1;3.1175
2007-03-13;3.1;3.115
2007-03-14;3.1;3.115
2007-03-15;3.1;3.125
2007-03-16;3.1;3.12
2007-03-19;3.1;3.1175
2007-03-20;3.1;3.1175
2007-03-21;3.1;3.1175
2007-03-22;3.1;3.1225
2007-03-23;3.1;3.1225
2007-03-26;3.1;3.1225
2007-03-27;3.11;3.1325
2007-03-28;3.11;3.135
2007-03-29;3.1;3.1275
2007-03-30;3.1;3.12
2007-04-03;3.1;3.11
2007-04-04;3.1;3.1075
2007-04-09;3.1;3.1075
2007-04-10;3.09;3.115
2007-04-11;3.09;3.115
2007-04-12;3.09;3.12
2007-04-13;3.09;3.1225
2007-04-16;3.09;3.1275
2007-04-17;3.08;3.1225
2007-04-18;3.08;3.1225
2007-04-19;3.09;3.1275
2007-04-20;3.09;3.125
2007-04-23;3.09;3.12
2007-04-24;3.08;3.12
2007-04-25;3.08;3.1225
2007-04-26;3.09;3.12
2007-04-27;3.09;3.12
2007-04-30;3.09;3.12
2007-05-02;3.08;3.1175
2007-05-03;3.09;3.1175
2007-05-04;3.08;3.115
2007-05-07;3.08;3.1125
2007-05-08;3.08;3.115
2007-05-09;3.08;3.115
2007-05-10;3.08;3.115
2007-05-11;3.08;3.115
2007-05-14;3.08;3.1225
2007-05-15;3.07;3.12
2007-05-16;3.08;3.1175
2007-05-17;3.08;3.1175
2007-05-18;3.08;3.12
2007-05-21;3.08;3.115
2007-05-22;3.07;3.1125
2007-05-23;3.08;3.1125
2007-05-24;3.08;3.1125
2007-05-28;3.08;3.1125
2007-05-29;3.08;3.11
2007-05-30;3.08;3.1075
2007-05-31;3.08;3.11
2007-06-01;3.07;3.1075
2007-06-04;3.07;3.105
2007-06-05;3.07;3.1
2007-06-06;3.08;3.0975
2007-06-07;3.08;3.0975
2007-06-08;3.08;3.0975
2007-06-11;3.07;3.0975
2007-06-12;3.08;3.0975
2007-06-13;3.08;3.0975
2007-06-14;3.07;3.0975
2007-06-15;3.07;3.0975
2007-06-19;3.07;3.1
2007-06-20;3.08;3.0975
2007-06-21;3.08;3.1025
2007-06-22;3.08;3.1025
2007-06-25;3.08;3.1025
2007-06-26;3.09;3.1075
2007-06-27;3.09;3.115
2007-06-28;3.09;3.105
2007-06-29;3.09;3.105
2007-07-02;3.09;3.1025
2007-07-03;3.09;3.1025
2007-07-04;3.09;3.11
2007-07-05;3.1;3.12
2007-07-06;3.1;3.12
2007-07-10;3.11;3.115
2007-07-11;3.1;3.115
2007-07-12;3.1;3.12
2007-07-13;3.1;3.1225
2007-07-16;3.1;3.125
2007-07-17;3.1;3.135
2007-07-18;3.1;3.14
2007-07-19;3.1;3.1425
2007-07-20;3.11;3.145
2007-07-23;3.12;3.1525
2007-07-24;3.14;3.1825
2007-07-25;3.17;3.205
2007-07-26;3.15;3.1825
2007-07-27;3.12;3.175
2007-07-30;3.12;3.1775
2007-07-31;3.12;3.1725
2007-08-01;3.13;3.1775
2007-08-02;3.13;3.1825
2007-08-03;3.14;3.185
2007-08-06;3.14;3.185
2007-08-07;3.14;3.185
2007-08-08;3.14;3.1825
2007-08-09;3.14;3.195
2007-08-10;3.15;3.195
2007-08-13;3.14;3.185
2007-08-14;3.15;3.195
2007-08-15;3.15;3.2075
2007-08-16;3.17;3.2225
2007-08-17;3.15;3.205
2007-08-21;3.16;3.1975
2007-08-22;3.16;3.2075
2007-08-23;3.17;3.23
2007-08-24;3.17;3.2275
2007-08-27;3.17;3.2275
2007-08-28;3.17;3.2275
2007-08-29;3.16;3.2375
2007-08-30;3.16;3.2325
2007-08-31;3.16;3.22
2007-09-03;3.16;3.215
2007-09-04;3.16;3.22
2007-09-05;3.17;3.2175
2007-09-06;3.16;3.215
2007-09-07;3.16;3.215
2007-09-10;3.16;3.205
2007-09-11;3.15;3.205
2007-09-12;3.14;3.21
2007-09-13;3.13;3.205
2007-09-14;3.13;3.1975
2007-09-17;3.14;3.1925
2007-09-18;3.14;3.1975
2007-09-19;3.13;3.1975
2007-09-20;3.13;3.2
2007-09-21;3.14;3.1925
2007-09-24;3.15;3.1875
2007-09-25;3.15;3.195
2007-09-26;3.15;3.195
2007-09-27;3.15;3.1975
2007-09-28;3.15;3.195
2007-10-01;3.15;3.1875
2007-10-02;3.15;3.1875
2007-10-03;3.15;3.195
2007-10-04;3.15;3.1975
2007-10-05;3.16;3.1925
2007-10-08;3.16;3.19
2007-10-09;3.16;3.1975
2007-10-10;3.16;3.2
2007-10-11;3.16;3.2
2007-10-12;3.16;3.205
2007-10-16;3.16;3.2025
2007-10-17;3.16;3.2075
2007-10-18;3.16;3.225
2007-10-19;3.16;3.2075
2007-10-22;3.17;3.21
2007-10-23;3.17;3.22
2007-10-24;3.18;3.23
2007-10-25;3.18;3.225
2007-10-26;3.17;3.215
2007-10-29;3.16;3.1975
2007-10-30;3.15;3.1925
2007-10-31;3.15;3.1925
2007-11-01;3.14;3.185
2007-11-02;3.13;3.17
2007-11-05;3.13;3.165
2007-11-07;3.13;3.1625
2007-11-08;3.12;3.1575
2007-11-09;3.13;3.165
2007-11-12;3.13;3.1575
2007-11-13;3.13;3.1625
2007-11-14;3.13;3.1625
2007-11-15;3.13;3.1575
2007-11-16;3.13;3.155
2007-11-19;3.13;3.1525
2007-11-20;3.13;3.1575
2007-11-21;3.14;3.1625
2007-11-22;3.14;3.1675
2007-11-23;3.14;3.17
2007-11-26;3.14;3.165
2007-11-27;3.15;3.17
2007-11-28;3.15;3.1675
2007-11-29;3.15;3.1625
2007-11-30;3.14;3.1575
2007-12-03;3.14;3.15
2007-12-04;3.14;3.155
2007-12-05;3.13;3.1575
2007-12-06;3.13;3.155
2007-12-07;3.13;3.1525
2007-12-10;3.14;3.1525
2007-12-11;3.14;3.1475
2007-12-12;3.14;3.1475
2007-12-13;3.14;3.165
2007-12-14;3.14;3.1675
2007-12-17;3.14;3.165
2007-12-18;3.14;3.16
2007-12-19;3.14;3.16
2007-12-20;3.13;3.16
2007-12-21;3.14;3.155
2007-12-26;3.14;3.1675
2007-12-27;3.15;3.1725
2007-12-28;3.15;3.1725
2008-01-02;3.15;3.165
2008-01-03;3.14;3.1725
2008-01-04;3.14;3.1725
2008-01-07;3.14;3.175
2008-01-08;3.13;3.175
2008-01-09;3.13;3.1725
2008-01-10;3.13;3.1725
2008-01-11;3.13;3.17
2008-01-14;3.13;3.175
2008-01-15;3.14;3.1725
2008-01-16;3.14;3.1725
2008-01-17;3.15;3.18
2008-01-18;3.15;3.18
2008-01-21;3.16;3.185
2008-01-22;3.16;3.185
2008-01-23;3.16;3.1875
2008-01-24;3.15;3.185
2008-01-25;3.15;3.18
2008-01-28;3.15;3.185
2008-01-29;3.15;3.18
2008-01-30;3.15;3.1725
2008-01-31;3.16;3.1725
2008-02-01;3.15;3.17
2008-02-04;3.15;3.17
2008-02-05;3.16;3.1725
2008-02-06;3.17;3.18
2008-02-07;3.17;3.175
2008-02-08;3.17;3.17
2008-02-11;3.17;3.1675
2008-02-12;3.16;3.1725
2008-02-13;3.16;3.18
2008-02-14;3.15;3.1775
2008-02-15;3.15;3.1775
2008-02-18;3.15;3.175
2008-02-19;3.15;3.175
2008-02-20;3.15;3.1825
2008-02-21;3.15;3.1825
2008-02-22;3.15;3.1775
2008-02-25;3.16;3.175
2008-02-26;3.16;3.1775
2008-02-27;3.16;3.185
2008-02-28;3.16;3.1875
2008-02-29;3.16;3.185
2008-03-03;3.16;3.175
2008-03-04;3.16;3.1725
2008-03-05;3.15;3.1775
2008-03-06;3.15;3.175
2008-03-07;3.15;3.1725
2008-03-10;3.16;3.1725
2008-03-11;3.15;3.1725
2008-03-12;3.15;3.1725
2008-03-13;3.15;3.18
2008-03-14;3.14;3.185
2008-03-17;3.15;3.185
2008-03-18;3.15;3.185
2008-03-19;3.15;3.175
2008-03-25;3.16;3.1775
2008-03-26;3.17;3.1925
2008-03-27;3.17;3.1975
2008-03-28;3.16;3.185
2008-03-31;3.17;3.1875
2008-04-01;3.17;3.1875
2008-04-03;3.16;3.185
2008-04-04;3.16;3.185
2008-04-07;3.16;3.1825
2008-04-08;3.16;3.1825
2008-04-09;3.16;3.185
2008-04-10;3.16;3.1975
2008-04-11;3.15;3.19
2008-04-14;3.15;3.1825
2008-04-15;3.16;3.19
2008-04-16;3.16;3.1975
2008-04-17;3.17;3.225
2008-04-18;3.17;3.2075
2008-04-21;3.17;3.215
2008-04-22;3.18;3.23
2008-04-23;3.18;3.245
2008-04-24;3.18;3.25
2008-04-25;3.18;3.2525
2008-04-28;3.17;3.2325
2008-04-29;3.17;3.2325
2008-04-30;3.16;3.2325
2008-05-02;3.17;3.2275
2008-05-05;3.17;3.225
2008-05-06;3.18;3.2325
2008-05-07;3.18;3.245
2008-05-08;3.18;3.255
2008-05-09;3.18;3.27
2008-05-12;3.18;3.275
2008-05-13;3.17;3.2725
2008-05-14;3.16;3.2625
2008-05-15;3.16;3.255
2008-05-16;3.16;3.2375
2008-05-19;3.14;3.215
2008-05-20;3.14;3.2125
2008-05-21;3.13;3.2125
2008-05-22;3.13;3.2225
2008-05-23;3.14;3.225
2008-05-26;3.14;3.215
2008-05-27;3.13;3.21
2008-05-28;3.12;3.2
2008-05-29;3.11;3.195
2008-05-30;3.1;3.1825
2008-06-02;3.09;3.155
2008-06-03;3.07;3.15
2008-06-04;3.06;3.1625
2008-06-05;3.06;3.1525
2008-06-06;3.06;3.155
2008-06-09;3.06;3.15
2008-06-10;3.06;3.1425
2008-06-11;3.06;3.1275
2008-06-12;3.05;3.13
2008-06-13;3.05;3.1225
2008-06-17;3.03;3.1275
2008-06-18;3.03;3.12
2008-06-19;3.03;3.11
2008-06-20;3.02;3.1
2008-06-23;3.02;3.08
2008-06-24;3.01;3.0625
2008-06-25;3.02;3.08
2008-06-26;3.02;3.0875
2008-06-27;3.02;3.085
2008-06-30;3.02;3.06
2008-07-01;3.02;3.045
2008-07-02;3.02;3.06
2008-07-03;3.03;3.065
2008-07-04;3.03;3.0525
2008-07-07;3.02;3.0525
2008-07-08;3.01;3.0575
2008-07-10;3.02;3.065
2008-07-11;3.02;3.0775
2008-07-14;3.03;3.075
2008-07-15;3.02;3.065
2008-07-16;3.03;3.085
2008-07-17;3.02;3.08
2008-07-18;3.02;3.08
2008-07-21;3.02;3.075
2008-07-22;3.03;3.07
2008-07-23;3.02;3.0625
2008-07-24;3.02;3.0675
2008-07-25;3.02;3.07
2008-07-28;3.02;3.07
2008-07-29;3.02;3.0675
2008-07-30;3.03;3.06
2008-07-31;3.03;3.0675
2008-08-01;3.04;3.06
2008-08-04;3.04;3.0575
2008-08-05;3.04;3.06
2008-08-06;3.04;3.0625
2008-08-07;3.05;3.065
2008-08-08;3.05;3.0775
2008-08-11;3.04;3.07
2008-08-12;3.03;3.0775
2008-08-13;3.04;3.08
2008-08-14;3.03;3.0825
2008-08-15;3.03;3.0725
2008-08-19;3.03;3.065
2008-08-20;3.03;3.065
2008-08-21;3.03;3.0725
2008-08-22;3.02;3.07
2008-08-25;3.02;3.07
2008-08-26;3.03;3.07
2008-08-27;3.03;3.07
2008-08-28;3.03;3.07
2008-08-29;3.03;3.065
2008-09-01;3.03;3.0575
2008-09-02;3.03;3.0625
2008-09-03;3.05;3.0725
2008-09-04;3.04;3.075
2008-09-05;3.04;3.0725
2008-09-08;3.04;3.0725
2008-09-09;3.05;3.0825
2008-09-10;3.07;3.13
2008-09-11;3.09;3.1225
2008-09-12;3.08;3.1225
2008-09-15;3.09;3.1425
2008-09-16;3.09;3.1675
2008-09-17;3.1;3.175
2008-09-18;3.11;3.2
2008-09-19;3.11;3.16
2008-09-22;3.11;3.1425
2008-09-23;3.1;3.15
2008-09-24;3.1;3.1575
2008-09-25;3.11;3.1525
2008-09-26;3.12;3.1475
2008-09-29;3.12;3.1425
2008-09-30;3.13;3.155
2008-10-01;3.14;3.16
2008-10-02;3.14;3.1725
2008-10-03;3.16;3.175
2008-10-06;3.2;3.2425
2008-10-07;3.21;3.32
2008-10-08;3.22;3.3
2008-10-09;3.23;3.33
2008-10-10;3.26;3.37
2008-10-14;3.21;3.255
2008-10-15;3.2;3.29
2008-10-16;3.2;3.325
2008-10-17;3.21;3.315
2008-10-20;3.22;3.285
2008-10-21;3.22;3.3
2008-10-22;3.22;3.3
2008-10-23;3.24;3.355
2008-10-24;3.26;3.435
2008-10-27;3.29;3.395
2008-10-28;3.31;3.45
2008-10-29;3.38;3.47
2008-10-30;3.36;3.475
2008-10-31;3.38;3.48
2008-11-03;3.38;3.43
2008-11-04;3.37;3.38
2008-11-05;3.3;3.395
2008-11-07;3.31;3.345
2008-11-10;3.3;3.32
2008-11-11;3.3;3.33
2008-11-12;3.3;3.38
2008-11-13;3.31;3.385
2008-11-14;3.31;3.37
2008-11-17;3.32;3.3625
2008-11-18;3.32;3.37
2008-11-19;3.33;3.375
2008-11-20;3.33;3.38
2008-11-21;3.33;3.3775
2008-11-24;3.34;3.3775
2008-11-25;3.34;3.38
2008-11-26;3.35;3.395
2008-11-27;3.36;3.41
2008-11-28;3.37;3.415
2008-12-01;3.38;3.4075
2008-12-02;3.39;3.425
2008-12-03;3.4;3.47
2008-12-04;3.43;3.5
2008-12-05;3.45;3.505
2008-12-09;3.44;3.4975
2008-12-10;3.42;3.465
2008-12-11;3.41;3.475
2008-12-12;3.42;3.4725
2008-12-15;3.43;3.4725
2008-12-16;3.42;3.4725
2008-12-17;3.4;3.465
2008-12-18;3.41;3.4725
2008-12-19;3.41;3.47
2008-12-22;3.42;3.46
2008-12-23;3.43;3.45
2008-12-24;3.44;3.455
2008-12-26;3.44;3.495
2008-12-29;3.44;3.52
2008-12-30;3.45;3.54
2008-12-31;3.45;3.54
2009-01-02;3.45;3.5375
2009-01-05;3.46;3.515
2009-01-06;3.45;3.54
2009-01-07;3.46;3.5525
2009-01-08;3.45;3.54
2009-01-09;3.45;3.535
2009-01-12;3.45;3.52
2009-01-13;3.45;3.52
2009-01-14;3.45;3.5325
2009-01-15;3.45;3.535
2009-01-16;3.45;3.525
2009-01-19;3.46;3.5125
2009-01-20;3.46;3.515
2009-01-21;3.47;3.51
2009-01-22;3.47;3.52
2009-01-23;3.48;3.52
2009-01-26;3.48;3.525
2009-01-27;3.48;3.5325
2009-01-28;3.49;3.545
2009-01-29;3.49;3.5525
2009-01-30;3.49;3.545
2009-02-02;3.49;3.53
2009-02-03;3.5;3.535
2009-02-04;3.5;3.5475
2009-02-05;3.49;3.555
2009-02-06;3.49;3.5475
2009-02-09;3.49;3.55
2009-02-10;3.49;3.54
2009-02-11;3.49;3.535
2009-02-12;3.49;3.5475
2009-02-13;3.49;3.545
2009-02-16;3.5;3.54
2009-02-17;3.5;3.5475
2009-02-18;3.51;3.565
2009-02-19;3.52;3.61
2009-02-20;3.54;3.625
2009-02-23;3.54;3.6525
2009-02-24;3.55;3.675
2009-02-25;3.55;3.68
2009-02-26;3.56;3.6475
2009-02-27;3.56;3.64
2009-03-02;3.59;3.665
2009-03-03;3.61;3.6975
2009-03-04;3.61;3.7275
2009-03-05;3.62;3.725
2009-03-06;3.63;3.72
2009-03-09;3.64;3.72
2009-03-10;3.64;3.72
2009-03-11;3.64;3.7275
2009-03-12;3.65;3.7375
2009-03-13;3.65;3.735
2009-03-16;3.65;3.735
2009-03-17;3.65;3.735
2009-03-18;3.65;3.7475
2009-03-19;3.66;3.745
2009-03-20;3.65;3.7525
2009-03-23;3.67;3.7675
2009-03-25;3.69;3.765
2009-03-26;3.69;3.7875
2009-03-27;3.71;3.8175
2009-03-30;3.72;3.8175
2009-03-31;3.71;3.7925
2009-04-01;3.72;3.775
2009-04-03;3.7;3.75
2009-04-06;3.68;3.7025
2009-04-07;3.67;3.71
2009-04-08;3.68;3.72
2009-04-13;3.68;3.695
2009-04-14;3.68;3.715
2009-04-15;3.68;3.7225
2009-04-16;3.68;3.73
2009-04-17;3.68;3.735
2009-04-20;3.69;3.725
2009-04-21;3.69;3.7275
2009-04-22;3.7;3.7425
2009-04-23;3.7;3.7425
2009-04-24;3.7;3.745
2009-04-27;3.7;3.74
2009-04-28;3.71;3.745
2009-04-29;3.72;3.7475
2009-04-30;3.72;3.7425
2009-05-04;3.69;3.735
2009-05-05;3.69;3.73
2009-05-06;3.7;3.735
2009-05-07;3.72;3.745
2009-05-08;3.72;3.7475
2009-05-11;3.72;3.75
2009-05-12;3.72;3.7575
2009-05-13;3.72;3.77
2009-05-14;3.73;3.785
2009-05-15;3.73;3.775
2009-05-18;3.73;3.77
2009-05-19;3.73;3.79
2009-05-20;3.73;3.7975
2009-05-21;3.73;3.8
2009-05-22;3.74;3.805
2009-05-26;3.74;3.7975
2009-05-27;3.74;3.785
2009-05-28;3.74;3.8025
2009-05-29;3.75;3.8125
2009-06-01;3.75;3.8075
2009-06-02;3.74;3.805
2009-06-03;3.74;3.805
2009-06-04;3.74;3.81
2009-06-05;3.75;3.8075
2009-06-08;3.76;3.8075
2009-06-09;3.76;3.81
2009-06-10;3.76;3.8175
2009-06-11;3.76;3.8375
2009-06-12;3.76;3.845
2009-06-16;3.77;3.8425
2009-06-17;3.77;3.845
2009-06-18;3.77;3.86
2009-06-19;3.77;3.885
2009-06-22;3.78;3.8975
2009-06-23;3.79;3.9
2009-06-24;3.79;3.8875
2009-06-25;3.8;3.89
2009-06-26;3.8;3.8875
2009-06-29;3.79;3.84
2009-06-30;3.8;3.8375
2009-07-01;3.8;3.845
2009-07-02;3.8;3.86
